name,price,rating,quality,review,bed,distance_from_center,room_type,free_cancellation,area,city
140.0,1.0,8.0,2.0,246.0,4.0,1.7,85.0,0.0,9.0,1.0
139.0,0.0,7.9,1.0,1911.0,4.0,3.4,77.0,0.0,8.0,1.0
259.0,0.0,8.2,2.0,2193.0,20.0,2.1,162.0,0.0,12.0,1.0
266.0,1.0,8.3,2.0,4078.0,4.0,4.5,77.0,0.0,4.0,1.0
16.0,1.0,9.2,4.0,480.0,11.0,5.0,81.0,0.0,11.0,1.0
261.0,0.0,7.8,1.0,13.0,11.0,1.5,112.0,0.0,52.0,1.0
267.0,0.0,7.4,1.0,3948.0,4.0,4.4,77.0,0.0,10.0,1.0
268.0,0.0,7.3,1.0,1835.0,36.0,0.9,165.0,0.0,6.0,1.0
144.0,1.0,8.3,2.0,3511.0,10.0,4.0,87.0,0.0,4.0,1.0
269.0,1.0,8.3,2.0,774.0,20.0,1.7,35.0,0.0,52.0,1.0
262.0,1.0,9.1,4.0,350.0,29.0,1.1,62.0,0.0,50.0,1.0
270.0,0.0,8.9,3.0,197.0,11.0,350.0,81.0,0.0,16.0,1.0
271.0,0.0,7.4,1.0,516.0,37.0,150.0,166.0,0.0,16.0,1.0
263.0,1.0,8.7,3.0,88.0,29.0,3.5,62.0,0.0,4.0,1.0
264.0,0.0,7.7,1.0,58.0,21.0,3.0,81.0,0.0,2.0,1.0
250.0,0.0,7.3,1.0,1400.0,11.0,5.1,81.0,0.0,2.0,1.0
265.0,1.0,8.5,2.0,1018.0,21.0,4.0,164.0,0.0,14.0,1.0
272.0,0.0,8.0,2.0,4465.0,4.0,1.5,167.0,0.0,43.0,1.0
273.0,1.0,8.8,3.0,1435.0,11.0,1.0,168.0,0.0,16.0,1.0
274.0,1.0,7.9,1.0,581.0,29.0,1.1,39.0,0.0,52.0,1.0
275.0,1.0,8.3,2.0,241.0,38.0,3.2,86.0,0.0,15.0,1.0
276.0,1.0,7.7,1.0,2123.0,10.0,1.5,112.0,0.0,52.0,1.0
78.0,0.0,6.3,5.0,2410.0,39.0,1.5,169.0,0.0,26.0,3.0
277.0,0.0,8.2,2.0,236.0,40.0,10.1,95.0,0.0,30.0,3.0
278.0,0.0,6.8,5.0,84.0,41.0,6.0,170.0,0.0,53.0,3.0
279.0,1.0,8.5,2.0,496.0,28.0,2.7,171.0,0.0,44.0,3.0
280.0,0.0,7.3,1.0,153.0,42.0,5.5,172.0,0.0,28.0,3.0
281.0,0.0,7.5,1.0,4.0,43.0,4.9,62.0,0.0,54.0,3.0
282.0,0.0,7.3,1.0,2054.0,44.0,4.3,173.0,0.0,29.0,3.0
283.0,0.0,6.3,5.0,874.0,44.0,7.1,174.0,0.0,55.0,3.0
80.0,0.0,3.7,5.0,5332.0,7.0,10.4,86.0,1.0,30.0,3.0
284.0,0.0,7.3,1.0,4676.0,31.0,1.5,175.0,0.0,26.0,3.0
285.0,1.0,7.8,1.0,1313.0,29.0,4.6,176.0,1.0,54.0,3.0
286.0,0.0,7.7,1.0,2838.0,45.0,2.9,95.0,0.0,26.0,3.0
287.0,0.0,8.5,2.0,54.0,46.0,11.1,177.0,0.0,28.0,3.0
288.0,0.0,6.3,5.0,1423.0,47.0,2.6,178.0,0.0,29.0,3.0
225.0,0.0,5.4,5.0,1596.0,48.0,2.7,179.0,0.0,28.0,3.0
289.0,1.0,8.0,2.0,1668.0,49.0,8.7,166.0,0.0,27.0,3.0
290.0,1.0,7.7,1.0,584.0,50.0,7.2,176.0,0.0,54.0,3.0
291.0,1.0,8.2,2.0,137.0,51.0,19.8,180.0,0.0,56.0,3.0
292.0,1.0,8.0,2.0,168.0,52.0,5.8,181.0,1.0,28.0,3.0
293.0,1.0,7.5,1.0,12.0,53.0,4.8,112.0,0.0,27.0,3.0
294.0,1.0,10.0,6.0,1.0,49.0,6.3,112.0,0.0,29.0,3.0
295.0,1.0,8.0,2.0,1668.0,54.0,3.9,182.0,0.0,44.0,3.0
234.0,1.0,8.4,2.0,11904.0,7.0,3.4,183.0,1.0,29.0,3.0
168.0,0.0,5.6,5.0,1097.0,7.0,5.2,5.0,0.0,27.0,3.0
78.0,0.0,6.3,5.0,2410.0,39.0,1.5,169.0,0.0,26.0,3.0
277.0,0.0,8.2,2.0,236.0,40.0,10.1,95.0,0.0,30.0,3.0
278.0,0.0,6.8,5.0,84.0,41.0,6.0,170.0,0.0,53.0,3.0
279.0,1.0,8.5,2.0,496.0,28.0,2.7,171.0,0.0,44.0,3.0
280.0,0.0,7.3,1.0,153.0,42.0,5.5,172.0,0.0,28.0,3.0
281.0,0.0,7.5,1.0,4.0,43.0,4.9,62.0,0.0,54.0,3.0
283.0,0.0,6.3,5.0,874.0,44.0,7.1,174.0,0.0,55.0,3.0
80.0,0.0,3.7,5.0,5332.0,7.0,10.4,86.0,1.0,30.0,3.0
286.0,0.0,7.7,1.0,2838.0,45.0,2.9,95.0,0.0,26.0,3.0
287.0,0.0,8.5,2.0,54.0,46.0,11.1,177.0,0.0,28.0,3.0
285.0,1.0,7.8,1.0,1313.0,29.0,4.6,176.0,1.0,54.0,3.0
288.0,0.0,6.3,5.0,1423.0,47.0,2.6,178.0,0.0,29.0,3.0
296.0,0.0,6.8,5.0,1703.0,55.0,5.7,184.0,0.0,27.0,3.0
225.0,0.0,5.4,5.0,1596.0,48.0,2.7,179.0,0.0,28.0,3.0
289.0,1.0,8.0,2.0,1668.0,49.0,8.7,166.0,0.0,27.0,3.0
290.0,1.0,7.7,1.0,584.0,50.0,7.2,176.0,0.0,54.0,3.0
291.0,1.0,8.2,2.0,137.0,51.0,19.8,180.0,0.0,56.0,3.0
292.0,1.0,8.0,2.0,168.0,52.0,5.8,181.0,1.0,28.0,3.0
293.0,1.0,7.5,1.0,12.0,53.0,4.8,112.0,0.0,27.0,3.0
294.0,1.0,10.0,6.0,1.0,49.0,6.3,112.0,0.0,29.0,3.0
295.0,1.0,8.0,2.0,1668.0,54.0,3.9,182.0,0.0,44.0,3.0
168.0,0.0,5.6,5.0,1097.0,7.0,5.2,5.0,0.0,27.0,3.0
78.0,0.0,6.3,5.0,2410.0,39.0,1.5,169.0,0.0,26.0,3.0
277.0,0.0,8.2,2.0,236.0,40.0,10.1,95.0,0.0,30.0,3.0
278.0,0.0,6.8,5.0,84.0,41.0,6.0,170.0,0.0,53.0,3.0
279.0,1.0,8.5,2.0,496.0,28.0,2.7,171.0,0.0,44.0,3.0
280.0,0.0,7.3,1.0,153.0,42.0,5.5,172.0,0.0,28.0,3.0
281.0,0.0,7.5,1.0,4.0,43.0,4.9,62.0,0.0,54.0,3.0
283.0,0.0,6.3,5.0,874.0,44.0,7.1,174.0,0.0,55.0,3.0
285.0,1.0,7.8,1.0,1313.0,29.0,4.6,176.0,1.0,54.0,3.0
284.0,1.0,7.3,1.0,4676.0,31.0,1.5,175.0,0.0,26.0,3.0
286.0,0.0,7.7,1.0,2838.0,45.0,2.9,95.0,0.0,26.0,3.0
282.0,0.0,7.3,1.0,2054.0,44.0,4.3,173.0,0.0,29.0,3.0
287.0,0.0,8.5,2.0,54.0,46.0,11.1,177.0,0.0,28.0,3.0
296.0,0.0,6.8,5.0,1703.0,55.0,5.7,184.0,0.0,27.0,3.0
288.0,0.0,6.3,5.0,1423.0,47.0,2.6,178.0,0.0,29.0,3.0
225.0,0.0,5.4,5.0,1596.0,48.0,2.7,179.0,0.0,28.0,3.0
289.0,1.0,8.0,2.0,1668.0,49.0,8.7,166.0,0.0,27.0,3.0
290.0,1.0,7.7,1.0,584.0,50.0,7.2,176.0,0.0,54.0,3.0
291.0,1.0,8.2,2.0,137.0,51.0,19.8,180.0,0.0,56.0,3.0
292.0,1.0,8.0,2.0,168.0,52.0,5.8,181.0,1.0,28.0,3.0
293.0,1.0,7.5,1.0,12.0,53.0,4.8,112.0,0.0,27.0,3.0
294.0,1.0,10.0,6.0,1.0,49.0,6.3,112.0,0.0,29.0,3.0
295.0,1.0,8.0,2.0,1668.0,54.0,3.9,182.0,0.0,44.0,3.0
234.0,1.0,8.4,2.0,11904.0,7.0,3.4,183.0,1.0,29.0,3.0
168.0,0.0,5.6,5.0,1097.0,7.0,5.2,5.0,0.0,27.0,3.0
78.0,0.0,6.3,5.0,2410.0,39.0,1.5,169.0,0.0,26.0,3.0
277.0,0.0,8.2,2.0,236.0,40.0,10.1,95.0,0.0,30.0,3.0
289.0,1.0,8.0,2.0,1668.0,49.0,8.7,166.0,0.0,27.0,3.0
280.0,0.0,7.3,1.0,153.0,42.0,5.5,172.0,0.0,28.0,3.0
286.0,0.0,7.7,1.0,2838.0,45.0,2.9,95.0,0.0,26.0,3.0
281.0,0.0,7.5,1.0,4.0,43.0,4.9,62.0,0.0,54.0,3.0
80.0,0.0,3.7,5.0,5332.0,7.0,10.4,185.0,1.0,30.0,3.0
287.0,0.0,8.5,2.0,54.0,46.0,11.1,177.0,0.0,28.0,3.0
278.0,0.0,6.8,5.0,84.0,41.0,6.0,170.0,0.0,53.0,3.0
284.0,0.0,7.3,1.0,4676.0,31.0,1.5,175.0,0.0,26.0,3.0
283.0,0.0,6.3,5.0,874.0,44.0,7.1,174.0,0.0,55.0,3.0
279.0,1.0,8.5,2.0,496.0,28.0,2.7,171.0,0.0,44.0,3.0
282.0,0.0,7.3,1.0,2054.0,44.0,4.3,173.0,0.0,29.0,3.0
285.0,1.0,7.8,1.0,1313.0,29.0,4.6,176.0,1.0,54.0,3.0
288.0,0.0,6.3,5.0,1423.0,47.0,2.6,178.0,0.0,29.0,3.0
296.0,1.0,6.8,5.0,1703.0,55.0,5.7,175.0,0.0,27.0,3.0
225.0,0.0,5.4,5.0,1596.0,48.0,2.7,179.0,0.0,28.0,3.0
291.0,1.0,8.2,2.0,137.0,51.0,19.8,180.0,0.0,56.0,3.0
290.0,1.0,7.7,1.0,584.0,50.0,7.2,176.0,0.0,54.0,3.0
292.0,1.0,8.0,2.0,168.0,52.0,5.8,181.0,1.0,28.0,3.0
293.0,1.0,7.5,1.0,12.0,53.0,4.8,112.0,0.0,27.0,3.0
294.0,1.0,10.0,6.0,1.0,49.0,6.3,112.0,0.0,29.0,3.0
295.0,1.0,8.0,2.0,1668.0,54.0,3.9,182.0,0.0,44.0,3.0
297.0,0.0,8.0,2.0,2.0,56.0,8.3,62.0,0.0,38.0,4.0
298.0,1.0,7.0,1.0,9.0,57.0,10.4,62.0,0.0,33.0,4.0
299.0,1.0,8.2,2.0,92.0,58.0,1.3,186.0,0.0,31.0,4.0
300.0,1.0,7.6,1.0,1248.0,29.0,4.3,187.0,0.0,38.0,4.0
301.0,0.0,8.2,2.0,4.0,59.0,8.3,62.0,0.0,38.0,4.0
302.0,1.0,7.6,1.0,4604.0,29.0,3.2,188.0,0.0,31.0,4.0
303.0,1.0,8.2,2.0,1380.0,31.0,5.6,189.0,0.0,38.0,4.0
304.0,1.0,8.7,3.0,741.0,60.0,1.2,166.0,0.0,31.0,4.0
305.0,0.0,9.7,6.0,3.0,61.0,3.4,62.0,0.0,37.0,4.0
306.0,1.0,7.2,1.0,33.0,62.0,10.5,186.0,0.0,33.0,4.0
307.0,1.0,8.8,3.0,130.0,29.0,5.9,190.0,0.0,38.0,4.0
308.0,0.0,10.0,6.0,3.0,63.0,5.9,62.0,0.0,57.0,4.0
297.0,0.0,8.0,2.0,2.0,56.0,8.3,62.0,0.0,38.0,4.0
300.0,1.0,7.6,1.0,1248.0,29.0,4.3,187.0,0.0,38.0,4.0
308.0,0.0,10.0,6.0,3.0,63.0,5.9,62.0,0.0,57.0,4.0
309.0,0.0,8.1,2.0,304.0,64.0,10.2,62.0,0.0,33.0,4.0
310.0,0.0,8.5,2.0,1044.0,65.0,7.6,166.0,0.0,38.0,4.0
306.0,1.0,7.2,1.0,33.0,62.0,10.5,186.0,0.0,33.0,4.0
298.0,1.0,7.0,1.0,9.0,57.0,10.4,62.0,0.0,33.0,4.0
311.0,0.0,7.6,1.0,35.0,14.0,10.1,62.0,0.0,33.0,4.0
297.0,0.0,8.0,2.0,2.0,56.0,8.3,62.0,0.0,38.0,4.0
312.0,0.0,9.0,4.0,3.0,66.0,4.8,112.0,0.0,40.0,4.0
300.0,1.0,7.6,1.0,1248.0,29.0,4.3,187.0,0.0,38.0,4.0
313.0,0.0,8.0,2.0,1668.0,67.0,2.6,62.0,0.0,41.0,4.0
305.0,0.0,9.7,6.0,3.0,61.0,3.4,62.0,0.0,37.0,4.0
314.0,0.0,8.0,2.0,372.0,61.0,5.8,62.0,0.0,38.0,4.0
308.0,0.0,10.0,6.0,3.0,63.0,5.9,62.0,0.0,57.0,4.0
315.0,1.0,8.0,2.0,1668.0,68.0,10.3,191.0,0.0,33.0,4.0
316.0,0.0,6.4,5.0,29.0,69.0,2.7,175.0,0.0,31.0,4.0
317.0,0.0,7.8,1.0,24.0,14.0,5.0,62.0,0.0,41.0,4.0
318.0,0.0,8.0,2.0,1668.0,70.0,7.3,114.0,0.0,38.0,4.0
319.0,0.0,8.6,3.0,9.0,29.0,7.6,62.0,0.0,38.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
307.0,1.0,8.8,3.0,130.0,29.0,5.9,190.0,0.0,38.0,4.0
321.0,0.0,7.0,1.0,2.0,65.0,6.2,166.0,0.0,38.0,4.0
322.0,0.0,7.6,1.0,120.0,36.0,3.2,62.0,0.0,58.0,4.0
323.0,0.0,6.7,5.0,20.0,69.0,7.8,180.0,0.0,37.0,4.0
324.0,0.0,6.6,5.0,70.0,14.0,13.9,62.0,0.0,59.0,4.0
325.0,1.0,7.8,1.0,618.0,71.0,2.9,62.0,0.0,31.0,4.0
326.0,0.0,8.0,2.0,1668.0,72.0,5.6,193.0,0.0,41.0,4.0
95.0,0.0,6.1,5.0,1491.0,4.0,3.3,86.0,0.0,31.0,4.0
306.0,1.0,7.2,1.0,33.0,62.0,10.5,186.0,0.0,33.0,4.0
327.0,1.0,9.2,4.0,10.0,73.0,10.2,62.0,0.0,60.0,4.0
297.0,0.0,8.0,2.0,2.0,56.0,8.3,62.0,0.0,38.0,4.0
298.0,1.0,7.0,1.0,9.0,57.0,10.4,62.0,0.0,33.0,4.0
328.0,0.0,7.8,1.0,312.0,65.0,8.3,121.0,0.0,37.0,4.0
310.0,0.0,8.5,2.0,1044.0,65.0,7.6,166.0,0.0,38.0,4.0
299.0,1.0,8.2,2.0,92.0,58.0,1.3,186.0,0.0,31.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
300.0,1.0,7.6,1.0,1248.0,29.0,4.3,187.0,0.0,38.0,4.0
302.0,1.0,7.6,1.0,4604.0,29.0,3.2,188.0,0.0,31.0,4.0
325.0,1.0,7.8,1.0,618.0,71.0,2.9,62.0,0.0,31.0,4.0
304.0,1.0,8.7,3.0,741.0,60.0,1.2,166.0,0.0,31.0,4.0
329.0,1.0,8.0,2.0,246.0,60.0,10.2,194.0,0.0,33.0,4.0
197.0,0.0,7.6,1.0,1447.0,69.0,3.3,195.0,0.0,31.0,4.0
309.0,0.0,8.1,2.0,304.0,64.0,10.2,62.0,0.0,33.0,4.0
307.0,1.0,8.8,3.0,130.0,29.0,5.9,190.0,0.0,38.0,4.0
308.0,0.0,10.0,6.0,3.0,63.0,5.9,62.0,0.0,57.0,4.0
330.0,0.0,9.0,4.0,17.0,14.0,9.3,62.0,0.0,38.0,4.0
311.0,0.0,7.6,1.0,35.0,14.0,10.1,62.0,0.0,33.0,4.0
331.0,1.0,8.0,2.0,4632.0,28.0,200.0,62.0,0.0,31.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
190.0,0.0,6.2,5.0,90.0,65.0,6.3,144.0,0.0,34.0,4.0
332.0,0.0,7.1,1.0,54.0,34.0,2.6,81.0,0.0,31.0,4.0
333.0,0.0,6.7,5.0,17.0,74.0,4.2,81.0,0.0,31.0,4.0
197.0,0.0,7.6,1.0,1447.0,69.0,3.3,195.0,0.0,31.0,4.0
207.0,1.0,8.5,2.0,48.0,29.0,0.5,132.0,0.0,31.0,4.0
190.0,0.0,6.2,5.0,90.0,65.0,6.3,144.0,0.0,34.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
332.0,0.0,7.1,1.0,54.0,34.0,2.6,81.0,0.0,31.0,4.0
201.0,0.0,7.4,1.0,330.0,14.0,0.5,62.0,0.0,31.0,4.0
197.0,0.0,7.6,1.0,1447.0,69.0,3.3,195.0,0.0,31.0,4.0
302.0,1.0,7.6,1.0,4604.0,29.0,3.2,188.0,0.0,31.0,4.0
334.0,0.0,7.0,1.0,68.0,14.0,0.9,62.0,0.0,31.0,4.0
335.0,0.0,7.4,1.0,2768.0,75.0,3.3,196.0,0.0,31.0,4.0
325.0,1.0,7.8,1.0,618.0,71.0,2.9,62.0,0.0,31.0,4.0
336.0,0.0,7.0,1.0,8.0,76.0,2.5,166.0,0.0,31.0,4.0
337.0,1.0,7.9,1.0,19.0,77.0,1.7,62.0,0.0,31.0,4.0
300.0,1.0,7.6,1.0,1248.0,29.0,4.3,187.0,0.0,38.0,4.0
338.0,0.0,7.9,1.0,1750.0,78.0,4.1,39.0,0.0,31.0,4.0
339.0,0.0,8.1,2.0,31.0,14.0,5.5,62.0,0.0,58.0,4.0
340.0,0.0,8.2,2.0,10.0,79.0,7.8,166.0,0.0,36.0,4.0
190.0,0.0,6.2,5.0,90.0,65.0,6.3,144.0,0.0,34.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
332.0,0.0,7.1,1.0,54.0,34.0,2.6,81.0,0.0,31.0,4.0
339.0,0.0,8.1,2.0,31.0,14.0,5.5,62.0,0.0,58.0,4.0
340.0,0.0,8.2,2.0,10.0,79.0,7.8,166.0,0.0,36.0,4.0
341.0,0.0,9.4,4.0,37.0,61.0,9.0,62.0,0.0,36.0,4.0
333.0,0.0,6.7,5.0,17.0,74.0,4.2,81.0,0.0,31.0,4.0
342.0,0.0,9.3,4.0,6.0,80.0,3.3,81.0,0.0,35.0,4.0
343.0,0.0,6.2,5.0,374.0,47.0,4.1,192.0,0.0,38.0,4.0
344.0,0.0,8.1,2.0,510.0,14.0,4.2,197.0,0.0,38.0,4.0
345.0,0.0,6.9,5.0,254.0,73.0,4.7,62.0,0.0,35.0,4.0
346.0,0.0,4.5,5.0,40.0,65.0,3.8,119.0,0.0,40.0,4.0
347.0,0.0,5.0,5.0,2362.0,78.0,3.3,198.0,0.0,31.0,4.0
348.0,0.0,8.0,2.0,5.0,61.0,5.0,81.0,0.0,31.0,4.0
313.0,0.0,8.0,2.0,1668.0,67.0,2.6,62.0,0.0,41.0,4.0
349.0,0.0,8.5,2.0,21.0,14.0,2.8,199.0,0.0,35.0,4.0
350.0,0.0,8.9,3.0,83.0,81.0,6.4,62.0,0.0,42.0,4.0
201.0,0.0,7.4,1.0,330.0,14.0,0.5,62.0,0.0,31.0,4.0
351.0,0.0,5.1,5.0,9.0,14.0,4.1,62.0,0.0,38.0,4.0
95.0,0.0,6.1,5.0,1491.0,4.0,3.3,86.0,0.0,31.0,4.0
352.0,0.0,9.2,4.0,21.0,73.0,4.0,62.0,0.0,49.0,4.0
333.0,0.0,6.7,5.0,17.0,74.0,4.2,81.0,0.0,31.0,4.0
320.0,0.0,7.4,1.0,2189.0,45.0,4.8,192.0,0.0,38.0,4.0
332.0,0.0,7.1,1.0,54.0,34.0,2.6,81.0,0.0,31.0,4.0
190.0,0.0,6.2,5.0,90.0,65.0,6.3,144.0,0.0,34.0,4.0
340.0,0.0,8.2,2.0,10.0,79.0,7.8,166.0,0.0,36.0,4.0
339.0,0.0,8.1,2.0,31.0,14.0,5.5,62.0,0.0,58.0,4.0
341.0,0.0,9.4,4.0,37.0,61.0,9.0,62.0,0.0,36.0,4.0
345.0,0.0,6.9,5.0,254.0,73.0,4.7,62.0,0.0,35.0,4.0
343.0,0.0,6.2,5.0,374.0,47.0,4.1,192.0,0.0,38.0,4.0
335.0,0.0,7.4,1.0,2768.0,75.0,3.3,196.0,0.0,31.0,4.0
197.0,0.0,7.6,1.0,1447.0,69.0,3.3,195.0,0.0,31.0,4.0
349.0,0.0,8.5,2.0,21.0,14.0,2.8,199.0,0.0,35.0,4.0
207.0,1.0,8.5,2.0,48.0,29.0,0.5,132.0,0.0,31.0,4.0
342.0,0.0,9.3,4.0,6.0,80.0,3.3,81.0,0.0,35.0,4.0
348.0,0.0,8.0,2.0,5.0,61.0,5.0,81.0,0.0,31.0,4.0
334.0,0.0,7.0,1.0,68.0,14.0,0.9,62.0,0.0,31.0,4.0
313.0,0.0,8.0,2.0,1668.0,67.0,2.6,62.0,0.0,41.0,4.0
353.0,0.0,8.1,2.0,37.0,14.0,8.3,62.0,0.0,38.0,4.0
346.0,0.0,4.5,5.0,40.0,65.0,3.8,119.0,0.0,40.0,4.0
354.0,0.0,7.0,1.0,1082.0,82.0,3.8,39.0,0.0,38.0,4.0
347.0,0.0,5.0,5.0,2362.0,78.0,3.3,198.0,0.0,31.0,4.0
122.0,0.0,7.3,1.0,3315.0,15.0,4.7,77.0,0.0,5.0,1.0
355.0,0.0,5.8,5.0,5.0,11.0,2.5,81.0,0.0,43.0,1.0
356.0,0.0,7.5,1.0,3817.0,24.0,5.9,81.0,0.0,61.0,1.0
357.0,0.0,7.8,1.0,2142.0,34.0,3.8,200.0,0.0,5.0,1.0
358.0,0.0,8.1,2.0,7359.0,35.0,5.1,201.0,0.0,2.0,1.0
267.0,0.0,7.4,1.0,3948.0,4.0,4.4,77.0,0.0,10.0,1.0
359.0,1.0,8.2,2.0,1487.0,20.0,4.1,202.0,0.0,11.0,1.0
16.0,1.0,9.2,4.0,480.0,11.0,5.0,81.0,0.0,11.0,1.0
360.0,1.0,7.4,1.0,3268.0,11.0,4.9,81.0,0.0,8.0,1.0
361.0,0.0,6.0,5.0,1.0,34.0,4.1,81.0,0.0,10.0,1.0
144.0,1.0,8.3,2.0,3511.0,10.0,4.0,87.0,0.0,4.0,1.0
362.0,0.0,6.2,5.0,66.0,11.0,3.8,81.0,0.0,2.0,1.0
363.0,0.0,8.0,2.0,1668.0,11.0,4.5,81.0,0.0,3.0,1.0
271.0,1.0,7.4,1.0,516.0,37.0,150.0,166.0,0.0,16.0,1.0
364.0,1.0,7.4,1.0,1356.0,12.0,4.6,203.0,0.0,14.0,1.0
365.0,1.0,8.4,2.0,2454.0,11.0,3.8,204.0,0.0,5.0,1.0
366.0,1.0,8.0,2.0,2337.0,11.0,2.6,81.0,0.0,5.0,1.0
367.0,1.0,8.9,3.0,211.0,20.0,1.9,205.0,0.0,50.0,1.0
368.0,1.0,8.2,2.0,187.0,14.0,0.7,62.0,0.0,6.0,1.0
369.0,0.0,6.9,5.0,2329.0,11.0,5.8,81.0,0.0,8.0,1.0
370.0,0.0,6.5,5.0,4.0,11.0,1.8,81.0,0.0,43.0,1.0
371.0,1.0,8.6,3.0,489.0,20.0,3.3,35.0,0.0,3.0,1.0
210.0,1.0,8.5,2.0,2531.0,11.0,1.9,206.0,0.0,5.0,1.0
122.0,0.0,7.3,1.0,3315.0,15.0,4.7,77.0,0.0,5.0,1.0
356.0,0.0,7.5,1.0,3817.0,24.0,5.9,81.0,0.0,61.0,1.0
357.0,0.0,7.8,1.0,2142.0,34.0,3.8,200.0,0.0,5.0,1.0
372.0,1.0,7.9,1.0,124.0,29.0,4.5,207.0,0.0,4.0,1.0
358.0,0.0,8.1,2.0,7359.0,35.0,5.1,201.0,0.0,2.0,1.0
267.0,0.0,7.4,1.0,3948.0,4.0,4.4,77.0,0.0,10.0,1.0
271.0,1.0,7.4,1.0,516.0,37.0,150.0,166.0,0.0,16.0,1.0
360.0,1.0,7.4,1.0,3268.0,11.0,4.9,81.0,0.0,8.0,1.0
355.0,0.0,5.8,5.0,5.0,11.0,2.5,81.0,0.0,43.0,1.0
361.0,0.0,6.0,5.0,1.0,34.0,4.1,81.0,0.0,10.0,1.0
362.0,0.0,6.2,5.0,66.0,11.0,3.8,81.0,0.0,2.0,1.0
363.0,0.0,8.0,2.0,1668.0,11.0,4.5,81.0,0.0,3.0,1.0
370.0,0.0,6.5,5.0,4.0,11.0,1.8,81.0,0.0,43.0,1.0
369.0,0.0,6.9,5.0,2329.0,11.0,5.8,81.0,0.0,8.0,1.0
365.0,1.0,8.4,2.0,2454.0,11.0,3.8,204.0,0.0,5.0,1.0
122.0,0.0,7.3,1.0,3315.0,15.0,4.7,77.0,0.0,5.0,1.0
355.0,0.0,5.8,5.0,5.0,11.0,2.5,81.0,0.0,43.0,1.0
356.0,0.0,7.5,1.0,3817.0,24.0,5.9,81.0,0.0,61.0,1.0
357.0,0.0,7.8,1.0,2142.0,34.0,3.8,200.0,0.0,5.0,1.0
358.0,0.0,8.1,2.0,7359.0,35.0,5.1,201.0,0.0,2.0,1.0
267.0,0.0,7.4,1.0,3948.0,4.0,4.4,77.0,0.0,10.0,1.0
373.0,1.0,8.1,2.0,9.0,83.0,4.9,186.0,0.0,11.0,1.0
359.0,1.0,8.2,2.0,1487.0,20.0,4.1,202.0,0.0,11.0,1.0
16.0,1.0,9.2,4.0,480.0,11.0,5.0,81.0,0.0,11.0,1.0
360.0,1.0,7.4,1.0,3268.0,11.0,4.9,81.0,0.0,8.0,1.0
361.0,0.0,6.0,5.0,1.0,34.0,4.1,81.0,0.0,10.0,1.0
144.0,1.0,8.3,2.0,3511.0,10.0,4.0,87.0,0.0,4.0,1.0
362.0,0.0,6.2,5.0,66.0,11.0,3.8,81.0,0.0,2.0,1.0
363.0,0.0,8.0,2.0,1668.0,11.0,4.5,81.0,0.0,3.0,1.0
271.0,1.0,7.4,1.0,516.0,37.0,150.0,166.0,0.0,16.0,1.0
364.0,1.0,7.4,1.0,1356.0,12.0,4.6,203.0,0.0,14.0,1.0
365.0,1.0,8.4,2.0,2454.0,11.0,3.8,204.0,0.0,5.0,1.0
366.0,1.0,8.0,2.0,2337.0,11.0,2.6,81.0,0.0,5.0,1.0
368.0,1.0,8.2,2.0,187.0,14.0,0.7,62.0,0.0,6.0,1.0
369.0,0.0,6.9,5.0,2329.0,11.0,5.8,81.0,0.0,8.0,1.0
370.0,0.0,6.5,5.0,4.0,11.0,1.8,81.0,0.0,43.0,1.0
371.0,1.0,8.6,3.0,489.0,20.0,3.3,35.0,0.0,3.0,1.0
210.0,1.0,8.5,2.0,2531.0,11.0,1.9,206.0,0.0,5.0,1.0
374.0,0.0,8.0,7.0,3.0,1.0,5.5,81.0,0.0,11.0,1.0
355.0,0.0,5.8,5.0,5.0,11.0,2.5,81.0,0.0,43.0,1.0
361.0,0.0,6.0,5.0,1.0,34.0,4.1,81.0,0.0,10.0,1.0
362.0,0.0,6.2,5.0,66.0,11.0,3.8,81.0,0.0,2.0,1.0
363.0,0.0,8.0,2.0,1668.0,11.0,4.5,81.0,0.0,3.0,1.0
370.0,0.0,6.5,5.0,4.0,11.0,1.8,81.0,0.0,43.0,1.0
252.0,0.0,5.1,5.0,784.0,4.0,4.3,77.0,0.0,10.0,1.0
122.0,0.0,7.3,1.0,3315.0,15.0,4.7,77.0,0.0,5.0,1.0
375.0,0.0,8.0,2.0,1668.0,34.0,3.5,81.0,0.0,10.0,1.0
369.0,0.0,6.9,5.0,2329.0,11.0,5.8,81.0,0.0,8.0,1.0
376.0,0.0,6.2,5.0,34.0,11.0,3.7,112.0,0.0,2.0,1.0
356.0,0.0,7.5,1.0,3817.0,24.0,5.9,81.0,0.0,61.0,1.0
377.0,0.0,7.5,1.0,8.0,11.0,1.0,81.0,0.0,6.0,1.0
378.0,0.0,5.0,5.0,2.0,20.0,4.0,81.0,0.0,2.0,1.0
