name,price,rating,quality,review,bed,distance_from_center,room_type,free_cancellation,area,city
13.0,1.0,7.4,1.0,2242.0,2.0,2.7,12.0,0.0,9.0,1.0
20.0,1.0,9.3,4.0,541.0,3.0,0.6,17.0,0.0,13.0,1.0
1.0,1.0,7.1,1.0,3300.0,1.0,1.9,1.0,0.0,1.0,1.0
13.0,1.0,7.4,1.0,2242.0,2.0,2.7,12.0,0.0,9.0,1.0
11.0,0.0,7.3,1.0,11103.0,5.0,2.7,11.0,0.0,9.0,1.0
2.0,0.0,8.0,2.0,5921.0,2.0,4.6,2.0,0.0,2.0,1.0
21.0,1.0,8.1,2.0,1371.0,1.0,2.4,13.0,0.0,1.0,1.0
4.0,1.0,8.6,3.0,1457.0,3.0,4.2,4.0,0.0,4.0,1.0
5.0,1.0,8.3,2.0,1273.0,1.0,4.1,5.0,0.0,5.0,1.0
3.0,1.0,8.3,2.0,2532.0,2.0,3.4,3.0,0.0,3.0,1.0
6.0,1.0,8.0,2.0,1695.0,2.0,1.3,6.0,0.0,6.0,1.0
22.0,1.0,8.3,2.0,1720.0,4.0,5.3,18.0,0.0,14.0,1.0
23.0,1.0,8.6,3.0,1499.0,2.0,3.2,19.0,0.0,7.0,1.0
24.0,1.0,6.9,5.0,2471.0,2.0,4.7,20.0,0.0,14.0,1.0
12.0,1.0,8.0,2.0,1843.0,2.0,3.2,3.0,0.0,1.0,1.0
25.0,1.0,6.9,5.0,2867.0,1.0,2.7,13.0,0.0,9.0,1.0
26.0,1.0,8.2,2.0,1714.0,1.0,5.0,21.0,0.0,14.0,1.0
7.0,1.0,8.2,2.0,1155.0,2.0,3.9,7.0,0.0,5.0,1.0
27.0,1.0,8.1,2.0,1548.0,3.0,4.0,22.0,0.0,15.0,1.0
1.0,1.0,7.1,1.0,3300.0,1.0,1.9,1.0,0.0,1.0,1.0
17.0,1.0,4.9,5.0,1206.0,2.0,3.8,6.0,0.0,12.0,1.0
13.0,1.0,7.4,1.0,2242.0,2.0,2.7,12.0,0.0,9.0,1.0
11.0,0.0,7.3,1.0,11103.0,5.0,2.7,11.0,0.0,9.0,1.0
2.0,0.0,8.0,2.0,5921.0,2.0,4.6,2.0,0.0,2.0,1.0
21.0,1.0,8.1,2.0,1371.0,1.0,2.4,13.0,0.0,1.0,1.0
4.0,1.0,8.6,3.0,1457.0,3.0,4.2,4.0,0.0,4.0,1.0
5.0,1.0,8.3,2.0,1273.0,1.0,4.1,5.0,0.0,5.0,1.0
3.0,1.0,8.3,2.0,2532.0,2.0,3.4,3.0,0.0,3.0,1.0
6.0,1.0,8.0,2.0,1695.0,2.0,1.3,6.0,0.0,6.0,1.0
22.0,1.0,8.3,2.0,1720.0,4.0,5.3,18.0,0.0,14.0,1.0
23.0,1.0,8.6,3.0,1499.0,2.0,3.2,19.0,0.0,7.0,1.0
24.0,1.0,6.9,5.0,2471.0,2.0,4.7,20.0,0.0,14.0,1.0
12.0,1.0,8.0,2.0,1843.0,2.0,3.2,3.0,0.0,1.0,1.0
25.0,1.0,6.9,5.0,2867.0,1.0,2.7,13.0,0.0,9.0,1.0
28.0,1.0,8.3,2.0,10437.0,6.0,2.1,23.0,0.0,5.0,1.0
26.0,1.0,8.2,2.0,1714.0,1.0,5.0,21.0,0.0,14.0,1.0
29.0,1.0,7.8,1.0,1995.0,1.0,2.8,10.0,0.0,1.0,1.0
30.0,1.0,8.3,2.0,1078.0,2.0,3.5,6.0,0.0,7.0,1.0
31.0,1.0,8.1,2.0,762.0,7.0,350.0,22.0,0.0,16.0,1.0
32.0,1.0,7.9,1.0,1552.0,8.0,2.6,24.0,0.0,1.0,1.0
7.0,1.0,8.2,2.0,1155.0,2.0,3.9,7.0,0.0,5.0,1.0
10.0,1.0,8.9,3.0,1169.0,3.0,2.6,10.0,0.0,9.0,1.0
27.0,1.0,8.1,2.0,1548.0,3.0,4.0,22.0,0.0,15.0,1.0
33.0,1.0,7.6,1.0,4902.0,4.0,2.9,6.0,0.0,9.0,1.0
34.0,1.0,8.5,2.0,8372.0,4.0,11.8,25.0,0.0,17.0,2.0
35.0,0.0,6.5,5.0,409.0,5.0,7.5,2.0,0.0,18.0,2.0
36.0,0.0,8.9,3.0,11172.0,5.0,0.7,26.0,0.0,19.0,2.0
37.0,1.0,8.7,3.0,424.0,3.0,7.8,10.0,0.0,20.0,2.0
38.0,1.0,8.9,3.0,2327.0,2.0,150.0,27.0,0.0,19.0,2.0
39.0,1.0,7.2,1.0,3660.0,2.0,0.9,28.0,0.0,19.0,2.0
40.0,1.0,8.4,2.0,4160.0,1.0,400.0,10.0,0.0,19.0,2.0
41.0,0.0,8.1,2.0,8793.0,2.0,0.8,29.0,0.0,19.0,2.0
42.0,1.0,8.4,2.0,6731.0,7.0,10.8,30.0,0.0,21.0,2.0
43.0,1.0,7.7,1.0,2264.0,4.0,0.6,6.0,0.0,19.0,2.0
44.0,1.0,8.6,3.0,5006.0,7.0,10.8,31.0,0.0,21.0,2.0
45.0,1.0,8.1,2.0,1954.0,9.0,1.2,32.0,0.0,22.0,2.0
46.0,0.0,7.0,1.0,2139.0,5.0,0.8,33.0,0.0,19.0,2.0
47.0,1.0,8.2,2.0,252.0,1.0,1.1,34.0,0.0,19.0,2.0
48.0,1.0,7.3,1.0,4442.0,8.0,13.9,35.0,0.0,21.0,2.0
49.0,1.0,7.7,1.0,2291.0,4.0,300.0,36.0,0.0,19.0,2.0
50.0,1.0,8.8,3.0,5569.0,6.0,12.8,37.0,0.0,21.0,2.0
51.0,1.0,8.2,2.0,1124.0,7.0,450.0,38.0,0.0,19.0,2.0
52.0,1.0,8.4,2.0,51.0,10.0,1.4,39.0,0.0,23.0,2.0
34.0,1.0,8.5,2.0,8372.0,4.0,11.8,25.0,0.0,17.0,2.0
35.0,0.0,6.5,5.0,409.0,5.0,7.5,2.0,0.0,18.0,2.0
36.0,0.0,8.9,3.0,11172.0,5.0,0.7,26.0,0.0,19.0,2.0
37.0,1.0,8.7,3.0,424.0,3.0,7.8,10.0,0.0,20.0,2.0
39.0,1.0,7.2,1.0,3660.0,2.0,0.9,28.0,0.0,19.0,2.0
50.0,1.0,8.8,3.0,5569.0,6.0,12.8,37.0,0.0,21.0,2.0
48.0,1.0,7.3,1.0,4442.0,8.0,13.9,35.0,0.0,21.0,2.0
40.0,1.0,8.4,2.0,4160.0,1.0,400.0,10.0,0.0,19.0,2.0
44.0,1.0,8.6,3.0,5006.0,7.0,10.8,31.0,0.0,21.0,2.0
53.0,0.0,8.5,2.0,13873.0,2.0,0.6,40.0,0.0,19.0,2.0
42.0,1.0,8.4,2.0,6731.0,7.0,10.8,30.0,0.0,21.0,2.0
38.0,1.0,8.9,3.0,2327.0,2.0,150.0,27.0,0.0,19.0,2.0
54.0,1.0,7.8,1.0,5365.0,1.0,11.0,41.0,0.0,21.0,2.0
41.0,0.0,8.1,2.0,8793.0,2.0,0.8,29.0,0.0,19.0,2.0
45.0,1.0,8.1,2.0,1954.0,9.0,1.2,32.0,0.0,22.0,2.0
55.0,1.0,8.3,2.0,5411.0,6.0,13.5,10.0,0.0,21.0,2.0
56.0,1.0,8.0,2.0,4114.0,1.0,1.1,42.0,0.0,19.0,2.0
52.0,1.0,8.4,2.0,51.0,10.0,1.4,39.0,0.0,23.0,2.0
34.0,1.0,8.5,2.0,8372.0,4.0,11.8,25.0,0.0,17.0,2.0
36.0,0.0,8.9,3.0,11172.0,5.0,0.7,26.0,0.0,19.0,2.0
37.0,1.0,8.7,3.0,424.0,3.0,7.8,10.0,0.0,20.0,2.0
39.0,1.0,7.2,1.0,3660.0,2.0,0.9,28.0,0.0,19.0,2.0
50.0,1.0,8.8,3.0,5569.0,6.0,12.8,37.0,0.0,21.0,2.0
48.0,1.0,7.3,1.0,4442.0,8.0,13.9,35.0,0.0,21.0,2.0
40.0,1.0,8.4,2.0,4160.0,1.0,400.0,10.0,0.0,19.0,2.0
44.0,1.0,8.6,3.0,5006.0,7.0,10.8,31.0,0.0,21.0,2.0
53.0,0.0,8.5,2.0,13873.0,2.0,0.6,40.0,0.0,19.0,2.0
57.0,1.0,7.7,1.0,10739.0,4.0,11.3,43.0,0.0,17.0,2.0
42.0,1.0,8.4,2.0,6731.0,7.0,10.8,30.0,0.0,21.0,2.0
38.0,1.0,8.9,3.0,2327.0,2.0,150.0,27.0,0.0,19.0,2.0
58.0,1.0,8.5,2.0,4014.0,4.0,1.9,44.0,0.0,23.0,2.0
59.0,1.0,9.5,6.0,58.0,11.0,0.6,14.0,0.0,19.0,2.0
54.0,1.0,7.8,1.0,5365.0,1.0,11.0,41.0,0.0,21.0,2.0
41.0,0.0,8.1,2.0,8793.0,2.0,0.8,29.0,0.0,19.0,2.0
45.0,1.0,8.1,2.0,1954.0,9.0,1.2,32.0,0.0,22.0,2.0
60.0,1.0,8.3,2.0,3675.0,2.0,1.6,42.0,0.0,22.0,2.0
55.0,1.0,8.3,2.0,5411.0,6.0,13.5,10.0,0.0,21.0,2.0
61.0,1.0,9.2,4.0,814.0,7.0,2.9,45.0,0.0,24.0,2.0
62.0,1.0,8.7,3.0,1037.0,3.0,3.0,46.0,0.0,25.0,2.0
56.0,1.0,8.0,2.0,4114.0,1.0,1.1,42.0,0.0,19.0,2.0
63.0,1.0,9.6,6.0,78.0,11.0,0.6,47.0,0.0,19.0,2.0
52.0,1.0,8.4,2.0,51.0,10.0,1.4,39.0,0.0,23.0,2.0
34.0,1.0,8.5,2.0,8372.0,4.0,11.8,25.0,0.0,17.0,2.0
35.0,0.0,6.5,5.0,409.0,5.0,7.5,2.0,0.0,18.0,2.0
36.0,0.0,8.9,3.0,11172.0,5.0,0.7,26.0,0.0,19.0,2.0
37.0,1.0,8.7,3.0,424.0,3.0,7.8,10.0,0.0,20.0,2.0
39.0,1.0,7.2,1.0,3660.0,2.0,0.9,28.0,0.0,19.0,2.0
50.0,1.0,8.8,3.0,5569.0,6.0,12.8,37.0,0.0,21.0,2.0
40.0,1.0,8.4,2.0,4160.0,1.0,400.0,10.0,0.0,19.0,2.0
44.0,1.0,8.6,3.0,5006.0,7.0,10.8,31.0,0.0,21.0,2.0
53.0,0.0,8.5,2.0,13873.0,2.0,0.6,40.0,0.0,19.0,2.0
57.0,1.0,7.7,1.0,10739.0,4.0,11.3,43.0,0.0,17.0,2.0
42.0,1.0,8.4,2.0,6731.0,7.0,10.8,30.0,0.0,21.0,2.0
38.0,1.0,8.9,3.0,2327.0,2.0,150.0,27.0,0.0,19.0,2.0
58.0,1.0,8.5,2.0,4014.0,4.0,1.9,44.0,0.0,23.0,2.0
59.0,1.0,9.5,6.0,58.0,11.0,0.6,14.0,0.0,19.0,2.0
54.0,1.0,7.8,1.0,5365.0,1.0,11.0,41.0,0.0,21.0,2.0
41.0,0.0,8.1,2.0,8793.0,2.0,0.8,29.0,0.0,19.0,2.0
45.0,1.0,8.1,2.0,1954.0,9.0,1.2,32.0,0.0,22.0,2.0
60.0,1.0,8.3,2.0,3675.0,2.0,1.6,42.0,0.0,22.0,2.0
55.0,1.0,8.3,2.0,5411.0,6.0,13.5,10.0,0.0,21.0,2.0
61.0,1.0,9.2,4.0,814.0,7.0,2.9,45.0,0.0,24.0,2.0
62.0,1.0,8.7,3.0,1037.0,3.0,3.0,46.0,0.0,25.0,2.0
56.0,1.0,8.0,2.0,4114.0,1.0,1.1,42.0,0.0,19.0,2.0
63.0,1.0,9.6,6.0,78.0,11.0,0.6,47.0,0.0,19.0,2.0
64.0,1.0,8.4,2.0,3079.0,1.0,7.8,48.0,0.0,20.0,2.0
65.0,1.0,6.3,5.0,1492.0,2.0,0.9,6.0,0.0,26.0,3.0
66.0,1.0,7.8,1.0,1115.0,1.0,4.3,46.0,0.0,27.0,3.0
67.0,1.0,8.2,2.0,4799.0,3.0,2.5,49.0,0.0,28.0,3.0
68.0,1.0,8.6,3.0,12885.0,3.0,2.4,50.0,0.0,26.0,3.0
69.0,1.0,8.8,3.0,8375.0,2.0,1.5,6.0,1.0,26.0,3.0
70.0,0.0,7.4,1.0,4965.0,5.0,2.9,51.0,0.0,26.0,3.0
71.0,1.0,8.0,2.0,15446.0,3.0,2.1,52.0,1.0,26.0,3.0
72.0,1.0,7.5,1.0,1010.0,7.0,2.7,44.0,0.0,28.0,3.0
73.0,1.0,7.4,1.0,21183.0,7.0,2.6,13.0,1.0,26.0,3.0
74.0,1.0,8.4,2.0,4509.0,2.0,1.4,6.0,0.0,26.0,3.0
75.0,1.0,7.1,1.0,7451.0,7.0,3.2,10.0,0.0,27.0,3.0
76.0,1.0,7.6,1.0,5527.0,8.0,3.2,24.0,0.0,29.0,3.0
77.0,0.0,8.1,2.0,3174.0,5.0,2.0,53.0,0.0,29.0,3.0
78.0,1.0,6.3,5.0,2410.0,2.0,1.5,54.0,0.0,26.0,3.0
79.0,1.0,7.6,1.0,5914.0,1.0,2.6,10.0,0.0,28.0,3.0
80.0,0.0,3.7,5.0,5332.0,2.0,10.4,55.0,0.0,30.0,3.0
81.0,0.0,7.2,1.0,1894.0,2.0,5.1,56.0,0.0,27.0,3.0
82.0,1.0,7.5,1.0,13230.0,12.0,1.4,13.0,1.0,29.0,3.0
83.0,1.0,8.5,2.0,8348.0,1.0,1.3,57.0,0.0,26.0,3.0
84.0,0.0,5.0,5.0,2489.0,3.0,2.4,13.0,0.0,28.0,3.0
85.0,0.0,6.6,5.0,865.0,2.0,4.4,6.0,0.0,27.0,3.0
86.0,1.0,5.2,5.0,1740.0,2.0,1.6,58.0,0.0,26.0,3.0
65.0,1.0,6.3,5.0,1492.0,2.0,0.9,6.0,0.0,26.0,3.0
66.0,1.0,7.8,1.0,1115.0,1.0,4.3,46.0,0.0,27.0,3.0
67.0,1.0,8.2,2.0,4799.0,3.0,2.5,49.0,0.0,28.0,3.0
68.0,1.0,8.6,3.0,12885.0,3.0,2.4,50.0,0.0,26.0,3.0
87.0,1.0,8.5,2.0,7597.0,3.0,3.2,49.0,0.0,27.0,3.0
69.0,1.0,8.8,3.0,8375.0,2.0,1.5,6.0,1.0,26.0,3.0
70.0,0.0,7.4,1.0,4965.0,5.0,2.9,51.0,0.0,26.0,3.0
71.0,1.0,8.0,2.0,15446.0,3.0,2.1,52.0,1.0,26.0,3.0
72.0,1.0,7.5,1.0,1010.0,7.0,2.7,44.0,0.0,28.0,3.0
73.0,1.0,7.4,1.0,21183.0,7.0,2.6,13.0,1.0,26.0,3.0
74.0,1.0,8.4,2.0,4509.0,2.0,1.4,6.0,0.0,26.0,3.0
75.0,1.0,7.1,1.0,7451.0,7.0,3.2,10.0,0.0,27.0,3.0
76.0,1.0,7.6,1.0,5527.0,8.0,3.2,24.0,0.0,29.0,3.0
78.0,1.0,6.3,5.0,2410.0,2.0,1.5,54.0,0.0,26.0,3.0
79.0,1.0,7.6,1.0,5914.0,1.0,2.6,10.0,0.0,28.0,3.0
80.0,0.0,3.7,5.0,5332.0,2.0,10.4,55.0,0.0,30.0,3.0
81.0,0.0,7.2,1.0,1894.0,2.0,5.1,56.0,0.0,27.0,3.0
82.0,1.0,7.5,1.0,13230.0,12.0,1.4,13.0,1.0,29.0,3.0
83.0,1.0,8.5,2.0,8348.0,1.0,1.3,57.0,0.0,26.0,3.0
84.0,0.0,5.0,5.0,2489.0,3.0,2.4,13.0,0.0,28.0,3.0
85.0,0.0,6.6,5.0,865.0,2.0,4.4,6.0,0.0,27.0,3.0
86.0,1.0,5.2,5.0,1740.0,2.0,1.6,58.0,0.0,26.0,3.0
88.0,1.0,8.0,2.0,4711.0,1.0,2.7,13.0,0.0,28.0,3.0
89.0,1.0,8.8,3.0,3852.0,6.0,2.8,59.0,1.0,27.0,3.0
65.0,1.0,6.3,5.0,1492.0,2.0,0.9,6.0,0.0,26.0,3.0
67.0,1.0,8.2,2.0,4799.0,3.0,2.5,49.0,0.0,28.0,3.0
90.0,1.0,7.8,1.0,9406.0,1.0,2.0,10.0,1.0,26.0,3.0
68.0,1.0,8.6,3.0,12885.0,3.0,2.4,50.0,0.0,26.0,3.0
69.0,1.0,8.8,3.0,8375.0,2.0,1.5,6.0,1.0,26.0,3.0
70.0,0.0,7.4,1.0,4965.0,5.0,2.9,51.0,0.0,26.0,3.0
71.0,1.0,8.0,2.0,15446.0,3.0,2.1,52.0,1.0,26.0,3.0
72.0,1.0,7.5,1.0,1010.0,7.0,2.7,44.0,0.0,28.0,3.0
73.0,1.0,7.4,1.0,21183.0,7.0,2.6,13.0,1.0,26.0,3.0
75.0,1.0,7.1,1.0,7451.0,7.0,3.2,10.0,0.0,27.0,3.0
76.0,1.0,7.6,1.0,5527.0,8.0,3.2,24.0,0.0,29.0,3.0
77.0,0.0,8.1,2.0,3174.0,5.0,2.0,53.0,0.0,29.0,3.0
78.0,1.0,6.3,5.0,2410.0,2.0,1.5,54.0,0.0,26.0,3.0
79.0,1.0,7.6,1.0,5914.0,1.0,2.6,10.0,0.0,28.0,3.0
80.0,0.0,3.7,5.0,5332.0,2.0,10.4,55.0,0.0,30.0,3.0
81.0,0.0,7.2,1.0,1894.0,2.0,5.1,56.0,0.0,27.0,3.0
82.0,1.0,7.5,1.0,13230.0,12.0,1.4,13.0,1.0,29.0,3.0
83.0,1.0,8.5,2.0,8348.0,1.0,1.3,57.0,0.0,26.0,3.0
84.0,0.0,5.0,5.0,2489.0,3.0,2.4,13.0,0.0,28.0,3.0
85.0,0.0,6.6,5.0,865.0,2.0,4.4,6.0,0.0,27.0,3.0
86.0,1.0,5.2,5.0,1740.0,2.0,1.6,58.0,0.0,26.0,3.0
88.0,1.0,8.0,2.0,4711.0,1.0,2.7,13.0,0.0,28.0,3.0
91.0,1.0,6.9,5.0,2319.0,2.0,2.7,7.0,0.0,26.0,3.0
92.0,1.0,6.9,5.0,1438.0,1.0,5.2,42.0,0.0,27.0,3.0
89.0,1.0,8.8,3.0,3852.0,6.0,2.8,59.0,1.0,27.0,3.0
65.0,1.0,6.3,5.0,1492.0,2.0,0.9,6.0,0.0,26.0,3.0
66.0,1.0,7.8,1.0,1115.0,1.0,4.3,46.0,0.0,27.0,3.0
90.0,1.0,7.8,1.0,9406.0,1.0,2.0,10.0,1.0,26.0,3.0
68.0,1.0,8.6,3.0,12885.0,3.0,2.4,50.0,0.0,26.0,3.0
87.0,1.0,8.5,2.0,7597.0,3.0,3.2,49.0,0.0,27.0,3.0
69.0,1.0,8.8,3.0,8375.0,2.0,1.5,6.0,1.0,26.0,3.0
71.0,1.0,8.0,2.0,15446.0,3.0,2.1,52.0,1.0,26.0,3.0
72.0,1.0,7.5,1.0,1010.0,7.0,2.7,44.0,0.0,28.0,3.0
73.0,1.0,7.4,1.0,21183.0,7.0,2.6,13.0,1.0,26.0,3.0
74.0,1.0,8.4,2.0,4509.0,2.0,1.4,6.0,0.0,26.0,3.0
75.0,1.0,7.1,1.0,7451.0,7.0,3.2,10.0,0.0,27.0,3.0
76.0,1.0,7.6,1.0,5527.0,8.0,3.2,24.0,0.0,29.0,3.0
77.0,0.0,8.1,2.0,3174.0,5.0,2.0,53.0,0.0,29.0,3.0
78.0,1.0,6.3,5.0,2410.0,2.0,1.5,54.0,0.0,26.0,3.0
79.0,1.0,7.6,1.0,5914.0,1.0,2.6,10.0,0.0,28.0,3.0
80.0,0.0,3.7,5.0,5332.0,2.0,10.4,55.0,0.0,30.0,3.0
81.0,0.0,7.2,1.0,1894.0,2.0,5.1,56.0,0.0,27.0,3.0
82.0,1.0,7.5,1.0,13230.0,12.0,1.4,13.0,1.0,29.0,3.0
83.0,1.0,8.5,2.0,8348.0,1.0,1.3,57.0,0.0,26.0,3.0
84.0,0.0,5.0,5.0,2489.0,3.0,2.4,13.0,0.0,28.0,3.0
85.0,0.0,6.6,5.0,865.0,2.0,4.4,6.0,0.0,27.0,3.0
86.0,1.0,5.2,5.0,1740.0,2.0,1.6,58.0,0.0,26.0,3.0
88.0,1.0,8.0,2.0,4711.0,1.0,2.7,13.0,0.0,28.0,3.0
91.0,1.0,6.9,5.0,2319.0,2.0,2.7,7.0,0.0,26.0,3.0
93.0,1.0,7.1,1.0,3154.0,2.0,1.6,6.0,0.0,31.0,4.0
94.0,1.0,8.2,2.0,152.0,1.0,10.8,60.0,1.0,32.0,4.0
95.0,1.0,6.1,5.0,1491.0,13.0,3.3,61.0,0.0,31.0,4.0
96.0,1.0,6.2,5.0,17.0,1.0,9.9,13.0,0.0,33.0,4.0
97.0,1.0,6.9,5.0,16.0,1.0,9.9,47.0,0.0,34.0,4.0
98.0,1.0,7.9,1.0,214.0,14.0,2.2,62.0,0.0,35.0,4.0
99.0,1.0,7.6,1.0,11.0,13.0,8.2,63.0,0.0,34.0,4.0
100.0,1.0,8.9,3.0,299.0,1.0,9.7,64.0,0.0,36.0,4.0
101.0,1.0,7.9,1.0,35.0,1.0,6.1,65.0,0.0,37.0,4.0
102.0,1.0,5.7,5.0,20899.0,1.0,7.2,66.0,1.0,38.0,4.0
103.0,1.0,8.1,2.0,5226.0,1.0,1.1,67.0,1.0,31.0,4.0
104.0,1.0,8.8,3.0,7954.0,7.0,8.5,68.0,1.0,38.0,4.0
105.0,1.0,8.6,3.0,1686.0,6.0,2.3,69.0,0.0,31.0,4.0
106.0,1.0,8.1,2.0,1379.0,1.0,2.9,10.0,0.0,31.0,4.0
107.0,1.0,8.6,3.0,11086.0,6.0,2.1,69.0,0.0,39.0,4.0
108.0,1.0,7.8,1.0,4233.0,2.0,4.0,6.0,1.0,40.0,4.0
109.0,1.0,8.5,2.0,1639.0,6.0,0.8,70.0,0.0,31.0,4.0
110.0,1.0,9.0,4.0,5791.0,7.0,3.3,4.0,0.0,31.0,4.0
93.0,1.0,7.1,1.0,3154.0,2.0,1.6,6.0,0.0,31.0,4.0
111.0,1.0,8.4,2.0,5190.0,1.0,1.1,10.0,1.0,41.0,4.0
105.0,1.0,8.6,3.0,1686.0,6.0,2.3,69.0,0.0,31.0,4.0
107.0,1.0,8.6,3.0,11086.0,6.0,2.1,69.0,0.0,39.0,4.0
108.0,1.0,7.8,1.0,4233.0,2.0,4.0,6.0,1.0,40.0,4.0
103.0,1.0,8.1,2.0,5226.0,1.0,1.1,67.0,1.0,31.0,4.0
102.0,1.0,5.7,5.0,20899.0,1.0,7.2,66.0,1.0,38.0,4.0
112.0,1.0,7.6,1.0,4062.0,1.0,5.5,50.0,0.0,38.0,4.0
113.0,1.0,8.7,3.0,368.0,3.0,4.8,71.0,0.0,40.0,4.0
114.0,1.0,7.8,1.0,1613.0,3.0,1.6,50.0,0.0,31.0,4.0
104.0,1.0,8.8,3.0,7954.0,7.0,8.5,68.0,1.0,38.0,4.0
115.0,1.0,8.0,2.0,6625.0,1.0,2.3,50.0,0.0,35.0,4.0
116.0,1.0,8.0,2.0,521.0,7.0,2.3,17.0,0.0,40.0,4.0
117.0,1.0,8.3,2.0,25125.0,1.0,1.0,72.0,0.0,42.0,4.0
93.0,1.0,7.1,1.0,3154.0,2.0,1.6,6.0,0.0,31.0,4.0
95.0,1.0,6.1,5.0,1491.0,13.0,3.3,61.0,0.0,31.0,4.0
96.0,1.0,6.2,5.0,17.0,1.0,9.9,13.0,0.0,33.0,4.0
97.0,1.0,6.9,5.0,16.0,1.0,9.9,47.0,0.0,34.0,4.0
98.0,1.0,7.9,1.0,214.0,14.0,2.2,62.0,0.0,35.0,4.0
99.0,1.0,7.6,1.0,11.0,13.0,8.2,63.0,0.0,34.0,4.0
100.0,1.0,8.9,3.0,299.0,1.0,9.7,64.0,0.0,36.0,4.0
101.0,1.0,7.9,1.0,35.0,1.0,6.1,65.0,0.0,37.0,4.0
102.0,1.0,5.7,5.0,20899.0,1.0,7.2,66.0,1.0,38.0,4.0
112.0,1.0,7.6,1.0,4062.0,1.0,5.5,50.0,0.0,38.0,4.0
114.0,1.0,7.8,1.0,1613.0,3.0,1.6,50.0,0.0,31.0,4.0
93.0,1.0,7.1,1.0,3154.0,2.0,1.6,6.0,0.0,31.0,4.0
94.0,1.0,8.2,2.0,152.0,1.0,10.8,60.0,1.0,32.0,4.0
95.0,1.0,6.1,5.0,1491.0,13.0,3.3,61.0,0.0,31.0,4.0
96.0,1.0,6.2,5.0,17.0,1.0,9.9,13.0,0.0,33.0,4.0
97.0,1.0,6.9,5.0,16.0,1.0,9.9,47.0,0.0,34.0,4.0
98.0,1.0,7.9,1.0,214.0,14.0,2.2,62.0,0.0,35.0,4.0
99.0,1.0,7.6,1.0,11.0,13.0,8.2,63.0,0.0,34.0,4.0
100.0,1.0,8.9,3.0,299.0,1.0,9.7,64.0,0.0,36.0,4.0
101.0,1.0,7.9,1.0,35.0,1.0,6.1,65.0,0.0,37.0,4.0
102.0,1.0,5.7,5.0,20899.0,1.0,7.2,66.0,1.0,38.0,4.0
103.0,1.0,8.1,2.0,5226.0,1.0,1.1,67.0,1.0,31.0,4.0
118.0,1.0,7.0,1.0,4317.0,1.0,6.0,13.0,0.0,40.0,4.0
104.0,1.0,8.8,3.0,7954.0,7.0,8.5,68.0,1.0,38.0,4.0
119.0,0.0,6.1,5.0,998.0,2.0,2.1,73.0,0.0,31.0,4.0
105.0,1.0,8.6,3.0,1686.0,6.0,2.3,69.0,0.0,31.0,4.0
120.0,1.0,7.0,1.0,7541.0,2.0,3.7,74.0,0.0,31.0,4.0
106.0,1.0,8.1,2.0,1379.0,1.0,2.9,10.0,0.0,31.0,4.0
107.0,1.0,8.6,3.0,11086.0,6.0,2.1,69.0,0.0,39.0,4.0
115.0,1.0,8.0,2.0,6625.0,1.0,2.3,50.0,0.0,35.0,4.0
108.0,1.0,7.8,1.0,4233.0,2.0,4.0,6.0,1.0,40.0,4.0
121.0,1.0,5.8,5.0,4365.0,2.0,2.6,75.0,0.0,41.0,4.0
